,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
12042,"在公司外使用SSL VPN 可以登入, 點選My Quanta也可以進入該網頁. 但點選My eHR, BPM, 會出現找不到網頁的回覆. 其他網頁沒有試驗的結果, 不確定是否有一樣的問題.","網管,VPN,連線,SSLVPN,無法登入,公司,使用,SSL,VPN,登入,點選,My,Quanta,進入,網頁,點選,My,eHR,BPM,出現,找不到,網頁,回覆,網頁,試驗,確定,是否",8,作業系統與印表機,7,VPN連線,"[8.7396626e-04 6.1547064e-04 7.3903040e-03 1.3974146e-02 4.3195696e-04
 1.7630275e-03 1.4402604e-03 3.1392265e-02 7.6042861e-01 8.7786978e-04
 1.6759997e-02 7.1113217e-03 2.7998965e-02 9.7048851e-03 4.6440355e-02
 5.5874609e-03 4.1281790e-02 2.5927313e-02]"
4730,QCO03 無法連線!!,"網管,QCO,雲端,連線,無法登入,QCO03,無法,連線",12,商務用Skype,3,QCO,"[0.00158955 0.00115619 0.01557933 0.0240977  0.00097432 0.00270768
 0.00153419 0.0977526  0.01916796 0.0014638  0.00426352 0.03142403
 0.3755823  0.01964511 0.00177854 0.00631924 0.26504922 0.12991473]"
4062,無法使用商務版skype,"網管,網頁,Skype,Skype,連線,Skype,連線,登入,無法使用,商務,skype",8,作業系統與印表機,16,連網頁/Skype,"[3.8132383e-04 3.2193537e-04 6.1670332e-03 9.1543347e-03 2.0517274e-04
 7.6982746e-04 9.3511125e-04 2.6368946e-02 8.0884200e-01 5.2744552e-04
 5.4509901e-03 6.2413355e-03 1.9225517e-02 3.9746850e-03 5.9871465e-02
 4.1448222e-03 3.3004779e-02 1.4413235e-02]"
11766,客人HP提供網頁，卻無法瀏覽，出現無法顯示網頁的錯誤。  EXT:17730,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,客人,HP,提供,網頁,無法,瀏覽,出現,無法顯示,網頁,錯誤",8,作業系統與印表機,16,連網頁/Skype,"[7.5005133e-05 5.6860932e-05 1.1926728e-03 2.0871460e-03 5.5615099e-05
 2.2289828e-04 2.2978266e-04 5.2368767e-03 9.5843416e-01 1.4186813e-04
 2.2291658e-03 1.1201362e-03 4.0239603e-03 1.6993058e-03 1.3908457e-02
 8.0583105e-04 5.9175463e-03 2.5626128e-03]"
15537,流程編號 : ATP0051960  目前人於大陸上 Myquanta 首頁連不上 (之前有反映過),"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,流程,編號,ATP0,目前,陸上,Myquanta,首頁,連不上,之前,反映",8,作業系統與印表機,16,連網頁/Skype,"[1.0196508e-03 7.7416562e-04 8.7055443e-03 1.5233529e-02 4.9065542e-04
 1.9233050e-03 1.6492732e-03 4.2621475e-02 7.0758939e-01 9.4325223e-04
 1.5296365e-02 9.5000546e-03 4.0569238e-02 9.7234398e-03 4.4982158e-02
 7.2388793e-03 5.6556940e-02 3.5182737e-02]"
5529,某一個網頁打不開，其它同仁都可以開啟。,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,某一,網頁,打不開,同仁,開啟",8,作業系統與印表機,16,連網頁/Skype,"[8.7238390e-05 8.0768928e-05 1.3725200e-03 2.1797132e-03 6.5131557e-05
 2.4477721e-04 2.7534561e-04 6.8849670e-03 9.5216370e-01 1.6474426e-04
 2.5385157e-03 1.4743117e-03 4.9635768e-03 1.7284127e-03 1.3317589e-02
 1.0726578e-03 7.9305442e-03 3.4554661e-03]"
14032,今天開啟電腦後執行速度變很慢，使用Outlook會當掉，請幫忙看看怎麼解決,"網管,作業系統,印表機,開啟,電腦,執行,速度,很慢,使用,Outlook,當掉,解決",17,電腦防毒,8,作業系統與印表機,"[0.00313544 0.00172133 0.01307112 0.01625685 0.00161436 0.00653391
 0.00167503 0.05425237 0.13200618 0.00247645 0.1515252  0.01175786
 0.21659379 0.0851619  0.00705381 0.00717283 0.05236807 0.23562351]"
5433,開啟IE 會跳出要打帳號跟密碼 請協助處理  EXT:17746,"網管,網頁,Skype,無法,上網,出現,拒絕,訊息,開啟,IE,跳出,帳號,密碼",12,商務用Skype,16,連網頁/Skype,"[0.00210674 0.00130456 0.01088091 0.01339556 0.00112456 0.00415286
 0.00159221 0.05956216 0.060723   0.0019261  0.03106545 0.02039591
 0.36072475 0.04098166 0.00387857 0.00788076 0.12652089 0.25178334]"
13591,"客人的檔案上傳機制  工作機安裝Java, 會開啟客人自己的iFile Client APP來做檔案上傳  我已經有一段時間沒做上傳了, 這幾天發現都無法上傳檔案上去(https://gdp2.huawei.com)  同事Jill Chen用我的帳號可以上傳. 需要MIS幫忙看一下是否網管原因.  另外從此處下載客人的檔案, 單檔速度低於200KB. 也需要MIS處理. (https://gdp2.huawei.com)  若有需求的話再約時間remote研究此上傳下載問題","網管,網路,無法,連到,某台,Server,無法,連到,Server,客人,檔案,上傳,機制,工作,安裝,Java,開啟,客人,iFile,Client,APP,檔案,上傳,經有,一段,時間,上傳,這幾天,發現,無法上傳,檔案,同事,Jill,Chen,帳號,上傳,需要,MIS,看一下,是否,網管,原因,處下,載客人,檔案,單檔,速度,低於,200KB,需要,MIS,若有,需求,時間,remote,研究,上傳,下載問題",8,作業系統與印表機,14,網路,"[0.0024438  0.00129012 0.01913267 0.02436613 0.00167074 0.00586432
 0.00251119 0.0210152  0.57467735 0.0031956  0.08085136 0.00780483
 0.03632234 0.03381038 0.12802833 0.00537956 0.01776263 0.03387344]"
1479,VPN早上可以登入，但10點過後卻失敗，請用OCS聯絡。,"網管,VPN,連線,SSLVPN,無法登入,VPN,早上,登入,10,點過,失敗,請用,OCS",12,商務用Skype,7,VPN連線,"[0.00234201 0.00138306 0.01125167 0.01435565 0.00117885 0.00494302
 0.00162116 0.05615666 0.09135231 0.00207386 0.05092878 0.0180882
 0.32334092 0.04920725 0.00523466 0.00789174 0.10496295 0.25368726]"
14341,分機: 18966  QCO出現問題,"網管,QCO,操作,設定問題,QCO,出現",12,商務用Skype,3,QCO,"[0.00159028 0.00111283 0.01350973 0.0183243  0.00094844 0.00285895
 0.00145966 0.08568425 0.02091667 0.00137346 0.00544315 0.02918832
 0.38584992 0.02080264 0.00173083 0.00660174 0.24435756 0.15824726]"
19366,無法取得IP TEL:11759,"網管,網路,電腦網路,無法,取得,IP,無法,取得,IP",8,作業系統與印表機,14,網路,"[0.00133284 0.00103593 0.01111008 0.01603163 0.00071465 0.00301708
 0.00190599 0.06547555 0.58551794 0.00124995 0.016294   0.01599071
 0.09242542 0.01043912 0.03340425 0.01182579 0.06359016 0.06863894]"
2474,是否可以安裝免費軟體?,"網管,QCO,操作,設定問題,是否,安裝,免費軟體",12,商務用Skype,3,QCO,"[0.00190625 0.00115851 0.01736201 0.03137756 0.00109081 0.00278536
 0.00167419 0.12360453 0.02259968 0.00166569 0.0061427  0.02782587
 0.37400395 0.02848939 0.00242077 0.00602489 0.21803574 0.13183215]"
13349,"關系信任失效,電腦還原之後無法登入進去請協助處理.謝謝  EXT:17685","網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,關系,信任,失效,電腦,還原,無法登入",8,作業系統與印表機,10,其他,"[0.00118002 0.00143142 0.00384549 0.02073051 0.00126848 0.00301843
 0.00137164 0.0156418  0.4874246  0.00154847 0.31829706 0.00438759
 0.02568628 0.02558354 0.0446645  0.00351849 0.0075259  0.03287579]"
13041,"中毒了, Excel檔名後面會多出  crypz ..請協助, 謝謝","網管,電腦,防毒,電腦病毒,電腦中毒,中毒,Excel,檔名,面會,多出,crypz",7,VPN連線,17,電腦防毒,"[0.00192052 0.00136163 0.0225934  0.12097989 0.00107907 0.00208364
 0.00243894 0.26491788 0.01038454 0.00161969 0.00460239 0.02902865
 0.25411695 0.02979181 0.00234231 0.0054603  0.1559579  0.0893205 ]"
11729,使用雲端系統儲存檔案後找不到,"網管,QCO,操作,設定問題,使用,雲端,系統,儲存,檔案,找不到",12,商務用Skype,3,QCO,"[0.0029336  0.00249779 0.0314322  0.09481952 0.00156999 0.00334171
 0.00271528 0.1844209  0.02402987 0.00275234 0.02482844 0.02830389
 0.29421598 0.05442888 0.00415574 0.00602544 0.09275921 0.14476916]"
5814,無法複製貼上,"網管,電腦,防毒,電腦病毒,電腦中毒,無法,複製,貼上",12,商務用Skype,17,電腦防毒,"[0.00175483 0.00115404 0.01882678 0.03659668 0.00103971 0.00247145
 0.00172086 0.13042274 0.01668318 0.00155524 0.00354646 0.03133523
 0.3504175  0.02188045 0.00193932 0.00592829 0.2677415  0.10498573]"
15378,登入黑色畫面,"網管,QCO,雲端,連線,無法登入,登入,黑色,畫面",12,商務用Skype,3,QCO,"[0.00162505 0.00139934 0.02160286 0.03044221 0.00110089 0.00271276
 0.00193481 0.1064638  0.01696016 0.0015833  0.00307045 0.0381362
 0.33944356 0.01631417 0.00173257 0.00708011 0.30701828 0.10137953]"
2284,"因業務上需求，需連線到 \\10.241.153.7，但會出現""windows 找不到 \\10.241.153.7""","網管,檔案,共用,FTP,檔案,共用,設定,無法,連到,共用,檔案,業務,需求,連線到,10.241,153.7,但會,出現,windows,找不到,10.241,153.7",16,連網頁/Skype,13,檔案共用或FTP,"[0.00185634 0.00218056 0.03613658 0.03748535 0.00156419 0.00358869
 0.00325945 0.09480652 0.02379109 0.00195696 0.00379909 0.05342935
 0.26235962 0.01907187 0.00243749 0.00943142 0.3560827  0.08676267]"
10987,QCO卡住了無法連上,"網管,QCO,雲端,連線,無法登入,QCO,卡住,了無法,連上",12,商務用Skype,3,QCO,"[0.00246084 0.00176284 0.02268039 0.07200592 0.00125361 0.00298221
 0.00216415 0.17883548 0.0177333  0.00220533 0.01254193 0.02790774
 0.32967582 0.04411384 0.002805   0.00556554 0.12400316 0.14930277]"
15450,"我們BU1的重要大客戶Kona(代號)反應, 昨天的email都被退回, 回覆的信息是outlook只接受內部郵件. 請幫忙查明原因並回覆    客人反應: All mails to quanta are bouncing back stating their server does not have authorization for my email  address to send mails.    如下是客人得到的outlook 信息回覆:  quantatw.com only accepts messages from people in its organization or on its allowed senders list, and your email address isn''t on the list.    Srinivas.Rao  Office 365                             quantatw.com   Sender                                                   Action Required                                                                                              Sender not allowed","網管,Outlook,郵件,郵件,傳送,追蹤,收到,退信,訊息,BU1,重要,客戶,Kona,代號,email,退回,回覆,信息,outlook,接受,內部,郵件,查明,原因並,回覆,客人,All,mails,to,quanta,are,bouncing,back,stating,their,server,does,not,have,authorization,for,my,email,address,to,send,mails,客人,outlook,信息,回覆,quantatw,com,only,accepts,messages,from,people,in,its,organization,or,on,its,allowed,senders,list,and,your,email,address,isn,on,list,Srinivas,Rao,Office,365,quantatw,com,Sender,Action,Required,Sender,not,allowed",10,其他,2,Outlook與郵件,"[0.0150788  0.01249654 0.06846997 0.04244674 0.01302086 0.01763021
 0.01156767 0.0203126  0.11862072 0.02062678 0.32939178 0.01821905
 0.07577174 0.09439927 0.04634444 0.01006611 0.0251616  0.06037504]"
13694,按照SOP安裝後，輸入工號密碼後出現『連接至Client已失效』的視窗,"網管,VPN,連線,SSLVPN,無法登入,SOP,安裝,輸入,密碼,出現,連接,Client,失效,視窗",8,作業系統與印表機,7,VPN連線,"[5.4398587e-04 4.5709574e-04 7.3544481e-03 1.0806236e-02 2.7317484e-04
 1.1015289e-03 1.1826348e-03 3.1328224e-02 7.7763331e-01 6.4384070e-04
 7.3126461e-03 7.6516876e-03 2.4307784e-02 5.2427733e-03 5.5440631e-02
 5.0929631e-03 4.4144046e-02 1.9483062e-02]"
5440,FTP無法使用,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,公司,內部,FTP,FTP,無法使用",12,商務用Skype,13,檔案共用或FTP,"[0.00178716 0.00144336 0.01546264 0.01775695 0.00119972 0.0035755
 0.00183294 0.07558867 0.02421471 0.00164225 0.00663522 0.03631056
 0.36766797 0.02220069 0.00187823 0.00795668 0.24772665 0.16512008]"
10435,"畫面反黑,無法登入","網管,QCO,雲端,連線,無法登入,畫面,反黑,無法登入",12,商務用Skype,3,QCO,"[0.00201305 0.00129456 0.0190636  0.04768103 0.00110566 0.00269547
 0.00185133 0.15445943 0.01664292 0.00177957 0.00558679 0.02909603
 0.35388416 0.03004863 0.00224056 0.0057924  0.20343153 0.12133329]"
8680,"在雲端上使用outlook 開啟郵件時, 無法開啟需認證授權的郵件","網管,QCO,Outlook,Outlook,異常,端上,使用,outlook,開啟,郵件,無法開啟,認證,授權,郵件",2,Outlook與郵件,3,QCO,"[3.3133507e-05 1.5687077e-04 9.8849362e-01 6.9478936e-03 4.4395158e-05
 6.3973064e-05 9.8128003e-05 6.7674689e-04 2.0951388e-04 7.7429264e-05
 3.7068172e-04 5.1787280e-04 8.7005680e-04 2.0610659e-04 4.2264443e-04
 7.8301186e-05 5.3393387e-04 1.9881014e-04]"
14076,大廳製政系統使用出現問題,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,大廳,系統使用,出現",8,作業系統與印表機,10,其他,"[0.00096563 0.00106107 0.00404618 0.02011405 0.00085169 0.00236812
 0.00133192 0.01959896 0.62198824 0.00139155 0.18523788 0.00497015
 0.02542958 0.02281264 0.04438153 0.00399328 0.00937922 0.0300783 ]"
3610,"這幾天開始,   工作機右下角OfficeScan的icon 多了個""禁止""的符號,   狀態顯示""及時掃描服務已關閉或未運作""  請問這是哪方面有異常嗎?","網管,電腦,防毒,防毒,軟體,操作,防毒,這幾天,工作,右下,OfficeScan,icon,禁止,符號,狀態,顯示,及時,掃描,服務,關閉,運作,請問,這是,方面,有異",12,商務用Skype,17,電腦防毒,"[0.00314326 0.00176119 0.01342941 0.01795348 0.00176817 0.00577507
 0.00216725 0.06340975 0.08382771 0.00264225 0.05761908 0.019843
 0.28856337 0.07030107 0.00625361 0.00849532 0.11038554 0.24266143]"
5702,"在本機收件匣的""寄件備份""內尋找mail時,尤其點到某些特定mail時,outlook容易出現錯誤自動關閉重啟outlook,使用microsoft內建的收件匣修復工具,修復完畢問題仍然存在。先前申請檢查過硬碟,沒有壞軌。因為時常會查詢""寄件備份"",每當點同一個mail, outlook就自動關閉重啟,在工作上造成不便利。","網管,Outlook,郵件,Outlook,本機,收件,寄件,備份,尋找,mail,尤其,點到,特定,mail,outlook,容易,出現錯誤,自動,關閉,重啟,outlook,使用,microsoft,內建,收件,修復,工具,修復,完畢,申請,檢查,硬碟,壞軌,時常,查詢,寄件,備份,同一,mail,outlook,自動,關閉,重啟,工作,造成,便利",3,QCO,2,Outlook與郵件,"[0.0016519  0.00397968 0.15401259 0.6691916  0.00176409 0.00134469
 0.00315191 0.03269166 0.01294694 0.00258078 0.02150551 0.01570858
 0.02781657 0.0104114  0.00832866 0.00226749 0.01575916 0.01488676]"
12158,Office 開機後都呈現離線狀態，紅色的，無法啟用也無法關閉，是否可以協助重新安裝。,"網管,電腦,防毒,防毒,軟體,操作,防毒,軟體,離線,Office,開機,呈現,離線,狀態,紅色,無法,啟用,無法,關閉,是否,重新,安裝",12,商務用Skype,17,電腦防毒,"[0.00344574 0.00205381 0.01448115 0.01915978 0.002148   0.00633402
 0.00236    0.06285031 0.08155154 0.00285424 0.07120739 0.02051223
 0.26729697 0.07968966 0.00592967 0.00858913 0.10906117 0.24047516]"
11704,Connect MyBPM''s language is English,"網管,網頁,Skype,下載,檔案,失敗,下載,檔案,失敗,Connect,My,BPM,language,is,English",12,商務用Skype,16,連網頁/Skype,"[0.00282151 0.00150993 0.01330434 0.0170822  0.00151132 0.00505783
 0.00188039 0.07163636 0.07643866 0.00232706 0.04459208 0.01887463
 0.3080687  0.06286892 0.00501561 0.0076721  0.11730771 0.24203064]"
10086,無法連線至外部ftp #16956,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,外部,FTP,無法,連線至,外部,ftp",12,商務用Skype,13,檔案共用或FTP,"[0.00187886 0.00147489 0.01429807 0.01664924 0.00130004 0.00367541
 0.00198136 0.07017422 0.03161395 0.00181917 0.01068459 0.03497511
 0.37983117 0.02642613 0.00246809 0.00839587 0.20382893 0.18852492]"
10504,今天的qco一直斷線不斷重連。分機：12422,"網管,QCO,雲端,連線,無法登入,qco,斷線,不斷,重連",12,商務用Skype,3,QCO,"[0.0017692  0.00114041 0.01743661 0.03222562 0.00103488 0.00261914
 0.00163505 0.12077    0.01885349 0.00157191 0.00436743 0.03003586
 0.3663892  0.02366624 0.00206037 0.00591614 0.2501783  0.11833006]"
12857,登入QCO後有畫面但OUTLOOK無法使用及畫面停頓卡住,"網管,QCO,雲端,連線,登入,畫面,登入,QCO,畫面,OUTLOOK,無法使用,畫面,停頓,卡住",16,連網頁/Skype,3,QCO,"[0.00149282 0.0032187  0.1341796  0.1401738  0.00256095 0.00210448
 0.00444237 0.12804823 0.01784413 0.001932   0.00280536 0.08496938
 0.14909764 0.01494636 0.0032756  0.01039334 0.25449634 0.04401894]"
13210,開機之後電腦會出現有檔案遺失的訊息 #13489,"網管,電腦,防毒,防毒,軟體,操作,防毒,開機,電腦,出現,檔案,遺失,訊息",12,商務用Skype,17,電腦防毒,"[0.00300499 0.00159902 0.0154524  0.01963826 0.00174172 0.00512772
 0.00202617 0.07676355 0.06508689 0.00245002 0.04093147 0.02170952
 0.3046492  0.0688847  0.00461407 0.00742711 0.12707192 0.23182127]"
9750,1. 使用QCO outlook 收信，薪資單一直無法正確授權開啟，重開outlook以及重新登出登入QCO皆無效。 2. 使用QCO 瀏覽公司網頁 http://myquanta/default.aspx 會一直彈出視窗要求輸入使用者帳號密碼，感覺像是listense遺失,"網管,QCO,Outlook,Outlook,異常,使用,QCO,outlook,收信,薪資單,無法,正確,授權,開啟,重開,outlook,重新,登出,登入,QCO,無效,使用,QCO,瀏覽,公司,網頁,彈出,視窗,輸入,帳號,密碼,感覺,listense,遺失",2,Outlook與郵件,3,QCO,"[4.0840812e-04 1.5915741e-03 7.9325408e-01 1.5849146e-01 4.6067714e-04
 4.4926329e-04 9.6108636e-04 7.6283729e-03 2.5195549e-03 1.0083141e-03
 7.5940033e-03 4.4434969e-03 6.9332938e-03 3.5836110e-03 4.9505946e-03
 5.4853456e-04 2.5931939e-03 2.5804606e-03]"
3720,無線網路連線都正常時，skype卻是有時可以登入有時無法登入。,"網管,網頁,Skype,Skype,連線,Skype,連線,登入,無線網路,連線,正常,skype,有時,登入,有時,無法登入",14,網路,16,連網頁/Skype,"[1.7904280e-05 7.4712907e-06 9.7240007e-04 1.3527839e-03 2.0526633e-05
 5.2060343e-05 3.4330002e-05 3.4401109e-04 2.7556717e-02 2.3052075e-05
 5.0647947e-04 1.3358533e-04 6.0268102e-04 1.2304440e-04 9.6744967e-01
 1.0668599e-04 3.3739029e-04 3.5925026e-04]"
4418,使用者反應需要將分機撥打直接轉到手機上進行接通，請協助處理,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,需要將,撥打,直接,轉到,進行,接通",8,作業系統與印表機,10,其他,"[0.00177877 0.00166514 0.00581986 0.01877543 0.001331   0.00410699
 0.00197619 0.02251909 0.4683031  0.00195209 0.2810033  0.00662989
 0.03542111 0.03960898 0.03284708 0.00607264 0.0166     0.05358936]"
12120,"無法連線到廣達任何網頁ex.請假系統,BPM之類的","網管,網頁,Skype,無法,上網,出現,拒絕,訊息,無法,連線到,廣達,網頁,ex,請假,系統,BPM",12,商務用Skype,16,連網頁/Skype,"[0.00237542 0.00143527 0.01141492 0.01575682 0.00133676 0.00453888
 0.00179731 0.06396361 0.06563743 0.0021205  0.0349257  0.0211101
 0.33671108 0.04937644 0.0044643  0.00792128 0.13259892 0.24251533]"
14757,無法開啟Outlook信件內超連結內容，出現系統錯誤無法開啟顯示。  分機：15083,"網管,Outlook,郵件,Outlook,URL,無法,連結,無法開啟,Outlook,信件,超連結,內容,出現,系統,錯誤,無法開啟,顯示",3,QCO,2,Outlook與郵件,"[6.3431484e-04 1.4854008e-03 2.0301153e-01 7.2013491e-01 5.4840976e-04
 4.7732715e-04 1.0731169e-03 1.8523723e-02 3.4929032e-03 1.1236863e-03
 6.3241948e-03 8.3377324e-03 1.1830947e-02 4.7648805e-03 7.5304741e-03
 9.0195762e-04 5.5294274e-03 4.2750728e-03]"
1762,user在家無法登入VPN,"網管,VPN,連線,SSLVPN,無法登入,無法登入,VPN",8,作業系統與印表機,7,VPN連線,"[0.0026479  0.00133192 0.01187238 0.01733788 0.00109717 0.00631445
 0.00145601 0.04816692 0.24421917 0.00206118 0.12064787 0.01148668
 0.19753729 0.05646051 0.0095943  0.00657678 0.05974916 0.20144254]"
