description,category_a,category_b,category_c,category_d,category
CSMC與QSMC要使用quanta網域的系統，但是他們無法連進來，目前需要緊急使用系統，請儘快處裡。  分機:15782,網管,網路,,,網路
MEETING PLACE無法進入  分機: 13321,網管,網路,無法連到大陸或其他分公司,連線分公司網路問題,網路
VPN無法登入,網管,網路,無法連到大陸或其他分公司,,網路
使用者反應VPN無法登入，請與使用者聯繫,網管,網路,無法連到大陸或其他分公司,,網路
VPN無法登入,網管,網路,無法連到大陸或其他分公司,,網路
駐德國人員VPN不通 (#381-18318)  email: Sarah.Wang@quantade.com,網管,網路,無法連到大陸或其他分公司,,網路
VPN Lucked,網管,網路,無法連到大陸或其他分公司,,網路
"User''s VPN account is setup in WBU but he is in MBU, so he cannot log into VPN.",網管,網路,無法連到大陸或其他分公司,,網路
"VPN無法登入,電話:02-2756-5429",網管,網路,無法連到大陸或其他分公司,,網路
user 說VPN 無法登入  連絡方式: 382+25660,網管,網路,無法連到大陸或其他分公司,,網路
無法連線,網管,網路,無法連到大陸或其他分公司,連線分公司網路問題,網路
user反映說VPN被lock,網管,網路,無法連到大陸或其他分公司,,網路
無法連上yahoo,網管,網路,無法連到大陸或其他分公司,連線分公司網路問題,網路
無法連線至重慶,網管,網路,無法連到大陸或其他分公司,連線分公司網路問題,網路
更換新電腦後VPN無法登入,網管,網路,無法連到大陸或其他分公司,,網路
連不上server 10.242.116.15 firewall rule 有問題 聯絡電話12023,網管,網路,無法連到大陸或其他分公司,,網路
VPN上不去,網管,網路,無法連到大陸或其他分公司,,網路
"user表示因工作需求申請了guest帳號,但在最近無法連上Guest訊號(有找到),煩請協助處理",網管,網路,無法連到大陸或其他分公司,,網路
"分機12713,無法傳送mail給田納西",網管,網路,無法連到大陸或其他分公司,連線分公司網路問題,網路
windows更新後，內部網路及外部網路無法使用 #12779,網管,網路,,,網路
無法聯外部網路,網管,網路,,,網路
無法瀏覽網頁,網管,網路,,,網路
"有線無線皆無法連到外部網路, 內部網路OK  分機: 11163",網管,網路,,,網路
"網路只能連內部, 無法連上internt  分機:11163",網管,網路,,,網路
無法連上Internet,網管,網路,,,網路
重開機後依然無法上網(有線無線都是),網管,網路,,,網路
"無法連上internet, 請協助處理",網管,網路,,,網路
網路不通  #16017,網管,網路,,,網路
can''t use internet.,網管,網路,,,網路
"密碼過期,導致無法連上台灣的網頁,請協助處理,使用者在大陸,聯絡方式:382-25661 Or 382-6-25661",網管,網路,,,網路
網孔 : D12   南棟 5F   網路、ip phone不通  #15586,網管,網路,,,網路
"無法連結MyQuanta,MyBPM",網管,網路,,,網路
台北財務，昨晚有跳電，網路不通，無法對外對內,網管,網路,,,網路
網路孔壞掉，無法使用話機跟電腦(請用mvpn撥打手機),網管,網路,,,網路
有線無法使用，分機12643，工號98080321,網管,網路,,,網路
"QCO的outlook開啟郵件後,內文無法開啟圖片. 錯誤訊息:outlook禁止存取下列可能不安全的附件.   #381-19870或者387-603343",網管,Outlook與郵件,Outlook,圖片無法顯示,Outlook與郵件
"洗衣坊說他是用廣達的信箱寄信出去的,目前信箱無法使用,他說好幾個禮拜前有反應,有人去處理了,但是還是有問題.他沒有工號,我先暫時用我的功號Key單.請直接撥到#14961",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
無法開啟薪資單郵件   #19870,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
Outlook打開後一直顯示離線工作,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
廠商信件寄不進來 謝謝,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
"outlook無法連線到proxy, 請協助處理!",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
台中出差中，手機無法收信，出現輸入帳號密碼的視窗，但密碼沒有變更，請協助處理，分機13238,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
分機: 13238  問題: outlook無法開啟,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
無法收到外部公司寄過來的mail,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
分機: 12649  outlook 一收到信就會變成已讀,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
郵件寄不出去,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
使用者從早上9點到剛才，信件都收不下來。,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
開啟郵件會要求認證，然後連到一個有錯誤的網頁,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
無法開啟 outlook  Error meassge -   The operation failed due to an installation problem.,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
信箱很容易沒有回應，就當掉了。信件收發狠久，影響工作進度。,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
outlook薪資單打不開#13016,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
寄給 QCA 的郵件一直被退件,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
"OUTLOOK2010 使用到一半,沒有回應,關掉後重開,就開不起來,一直顯示處理中,重新開機二次也是一樣",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
"請問今天MAIL server有問題嗎? 客人寄的MAIL我沒收到,我自己用私人MAIL寄給我,寄了2封也只有收到一封,請協助解決,謝謝。",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
user 反應outlook有問題 #16483,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
"Hi,  Outlook 從昨天開始顯示已離線，重開機也無法恢復正常。請問該如何處理?謝謝。",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
"郵件無法收發請幫忙處理,謝謝",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
"LIVE MEETING 會議號碼問題,謝謝.",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
寄給 Dell的信一直被彈回來寄不出去,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
有一封mail都收不到,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
Email送不出去,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
無法點連結,網管,Outlook與郵件,Outlook,URL無法連結,Outlook與郵件
分機: 11822,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
#11822  outlook異常，請求IT協助重新安裝,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
outlook打不開,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
"無法收發mail，錯誤訊息是""RSS錯誤""",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
信箱已滿無法刪除  分機：18782,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
APPLE 發送的mail 附件zip檔遺失，變成mail body，並顯示為亂碼。  分機：15483,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
"更改了預設的PST 檔案, 就無法收發郵件, 麻煩幫忙協助!! 感恩!!",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
Outlook cannot open,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
16802，想查詢目前E MAIL信箱容量,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
無法將信件拖拉方式放到不同收件目錄裡面,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
部分信件無法開啟,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
mail內容~格式無法貼上。,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
寄件備份信件遺失~請協助確認,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
無法開始公司內部信件URL,網管,Outlook與郵件,Outlook,URL無法連結,Outlook與郵件
13957，超連結無法使用,網管,Outlook與郵件,Outlook,URL無法連結,Outlook與郵件
HR mail 打不開,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
無法收信,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
工作機帶回家中outlook無法連線(原本可以),網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
加入QCN相關問題詢問,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
"寄送QCA, QCT的信都寄不出去",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
分機17835，outlook無法接收,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
寄信收信十分緩慢,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
無法發送郵件,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
#16695  outlook連不上，email打不開，還請幫忙處理，感謝!,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
收信時，同一個檔名的檔案如果收到太多次就會打不開,網管,Outlook與郵件,Outlook,附件無法開啟,Outlook與郵件
android 平板升級後無法正常收發公司mail #16902,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
郵件無法正常收發,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
"公司加密郵件無法開啟,且只要點到就會整個outlook當機 #12315   PS:他反映上週已經打過19999,但是問題還沒處理,需要協助處理",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
分機: 12359,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
目前容量僅600mb  不夠使用想要擴充,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
多位使用者反映....GAMS 系統 訪客簽核出現錯誤!,內部資訊系統,總務資訊系統,,,資訊系統
出現run-time error,內部資訊系統,總務資訊系統,,,資訊系統
can''t wireless,網管,網路,,,網路
有時候Lan會連線失敗，需插拔Lan cable幾次。。  有一天突然才發生的，在此之前都是正常的。。。,網管,網路,,,網路
負責簽核的的採購同仁99080216 在系統上查不到相關廠商代碼與資料 請協助處理,網管,網路,,,網路
無法收信。分機：13680,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
分機: 15977  問題: 有需要帳號權限的信件都無法開啟,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
"批次檔案3月才換~Mail也都收到本機電腦, 卻一直顯示信箱已滿",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
分機: 11001 無法收信,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
"我的outlook都是在雲端開啟收發的,剛才使用到一半突然就無法開啟outlook,請協助查看。Thanks~",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
(1)上週寄件出去，但點寄件備份資料夾，信件內容是空白  (2)無法開啟薪資單，驗證之後，outlook就當掉  18930,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
"使用者寄出的郵件從4/17到今天的都不見了, 想詢問是否能查得到郵件, 請協助處理! #18930",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
OUTLOOK無法使用,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
"只要點選 加密的郵件 (如薪資郵件 或公告郵件) Outlook 就會一直停在 處理狀態.無發開啟郵件 也無法停止.只能強迫停止 Outlook 再重開.  (必須要避免點選 加密郵件, 否則Outlook 會再次lock住.)",網管,Outlook與郵件,Outlook,無法開啟公告信,Outlook與郵件
"從10/14後, BU9 BIOS team 都無法收到 AMI BIOS RSC notification mail. 經AMI查看後,AMI端 未做更動.  請廣達IT部門查看 是否是內部問題.",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
"一直顯示離線中, 最後收到信的時間是昨天, 其他網路都正常",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
昨天outlook有發生錯誤使用系統修復後，收的信件無法放入設定的OST裡面,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
無法收信,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
outlook郵件已滿且不到過去歷史郵件,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
outlook郵件裡的連結無效，例如要連到公司內部的表單。分機：11556,網管,Outlook與郵件,Outlook,URL無法連結,Outlook與郵件
無法打開2013年終獎金公告mail附檔，不知是否權限不足  分機: 11556,網管,Outlook與郵件,Outlook,無法開啟公告信,Outlook與郵件
分機382 47648， outlook會一直出現windows安全性的視窗,網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
user反應outlook無法開啟  #17762,網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
"有些mail無法開啟,會一直在跑",網管,Outlook與郵件,Outlook,其他問題,Outlook與郵件
"今天忽然電腦當機當機的,重新啟動電腦之後 mail就把不開了!!!!!!!!!!!!!!!",網管,Outlook與郵件,Outlook,Outlook點不開,Outlook與郵件
薪資單與總經理公告信無法開啟 #17762,網管,Outlook與郵件,Outlook,無法開啟薪資單,Outlook與郵件
outlook資料檔遺失  #17072,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
傳遞至下列收件者失敗:    Ed Tsai (蔡明學) Ed.Tsai@quantatw.com,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
無法開起公告信,網管,Outlook與郵件,Outlook,無法開啟公告信,Outlook與郵件
郵件加密附檔無法開啟  #12889,網管,Outlook與郵件,Outlook,附件無法開啟,Outlook與郵件
最近回家使用OUTLOOK會有無法連線的狀況發生。#12889,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
"outlook嚴重卡卡的, mail無法收發,需要修復~",網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
使用者反應早上到現在本機都無法收發信件，請協助處理,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
本機無法輸入帳號密碼,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件
